timestamp;rawx;rawy;filteredx;filteredy;currentLineNumber
2021-02-22-10-21-58-539;1208;667;1202.31;865.471;20
2021-02-22-10-21-58-555;1208;665;1202.56;863.355;20
2021-02-22-10-21-58-573;1209;661;1202.82;861.431;20
2021-02-22-10-21-58-589;1210;659;1203.08;859.47;20
2021-02-22-10-21-58-605;1210;658;1203.35;857.047;20
2021-02-22-10-21-58-622;1211;654;1203.62;853.999;20
2021-02-22-10-21-58-639;1211;653;1203.9;850.396;20
2021-02-22-10-21-58-656;1211;652;1204.19;846.308;20
2021-02-22-10-21-58-673;1211;650;1204.48;841.798;20
2021-02-22-10-21-58-689;1211;648;1204.77;836.926;20
2021-02-22-10-21-58-706;1211;645;1205.06;831.748;19
2021-02-22-10-21-58-722;1213;641;1205.36;826.315;19
2021-02-22-10-21-58-738;1213;638;1205.66;820.677;19
2021-02-22-10-21-58-756;1213;636;1205.97;814.878;19
2021-02-22-10-21-58-772;1213;629;1206.28;808.96;19
2021-02-22-10-21-58-789;1212;624;1206.59;802.96;19
2021-02-22-10-21-58-806;1211;619;1206.9;796.913;18
2021-02-22-10-21-58-823;1211;615;1207.19;790.852;18
2021-02-22-10-21-58-839;1211;610;1207.48;784.805;18
2021-02-22-10-21-58-855;1210;605;1207.76;778.799;18
2021-02-22-10-21-58-872;1210;601;1208.02;772.857;18
2021-02-22-10-21-58-889;1210;596;1208.26;766.999;17
2021-02-22-10-21-58-906;1209;593;1208.49;761.246;17
2021-02-22-10-21-58-922;1209;591;1208.7;755.613;17
2021-02-22-10-21-58-938;1209;590;1208.9;750.115;17
2021-02-22-10-21-58-956;1209;589;1209.07;744.764;17
2021-02-22-10-21-58-972;1208;584;1209.23;739.572;17
2021-02-22-10-21-58-989;1207;580;1209.37;734.546;16
2021-02-22-10-21-59-005;1206;576;1209.48;729.694;16
2021-02-22-10-21-59-023;1206;572;1209.57;725.022;16
2021-02-22-10-21-59-039;1206;571;1209.64;720.535;16
2021-02-22-10-21-59-056;1206;569;1209.68;716.236;16
2021-02-22-10-21-59-073;1206;564;1209.7;712.127;16
2021-02-22-10-21-59-089;1206;560;1209.7;708.208;16
2021-02-22-10-21-59-105;1205;552;1209.68;704.481;15
2021-02-22-10-21-59-123;1205;546;1209.65;700.944;15
2021-02-22-10-21-59-140;1205;539;1209.6;697.595;15
2021-02-22-10-21-59-156;1206;536;1209.53;694.433;15
2021-02-22-10-21-59-173;1206;532;1209.45;691.453;15
2021-02-22-10-21-59-191;1206;530;1209.36;688.654;15
2021-02-22-10-21-59-207;1206;526;1209.27;686.03;15
2021-02-22-10-21-59-223;1206;523;1209.17;683.578;15
2021-02-22-10-21-59-240;1206;520;1209.06;681.293;15
2021-02-22-10-21-59-257;1208;517;1208.96;679.168;15
2021-02-22-10-21-59-273;1209;513;1208.85;677.2;15
2021-02-22-10-21-59-290;1209;512;1208.76;675.383;15
2021-02-22-10-21-59-307;1209;511;1208.68;673.71;14
2021-02-22-10-21-59-323;1209;509;1208.6;672.176;14
2021-02-22-10-21-59-340;1209;507;1208.54;670.775;14
2021-02-22-10-21-59-357;1210;503;1208.48;669.501;14
2021-02-22-10-21-59-373;1211;501;1208.44;668.348;14
2021-02-22-10-21-59-393;1213;495;1208.41;667.31;14
2021-02-22-10-21-59-407;1213;494;1208.4;666.38;14
2021-02-22-10-21-59-423;1214;492;1208.42;665.554;14
2021-02-22-10-21-59-440;1214;490;1208.46;664.643;14
2021-02-22-10-21-59-457;1214;489;1208.52;663.295;14
2021-02-22-10-21-59-473;1213;486;1208.6;661.374;14
2021-02-22-10-21-59-490;1213;482;1208.69;658.943;14
2021-02-22-10-21-59-507;1213;477;1208.8;656.061;14
2021-02-22-10-21-59-523;1212;472;1208.91;652.782;14
2021-02-22-10-21-59-540;1212;468;1209.02;649.158;14
2021-02-22-10-21-59-557;1212;463;1209.14;645.238;14
2021-02-22-10-21-59-574;1212;458;1209.27;641.068;13
2021-02-22-10-21-59-590;1212;452;1209.39;636.689;13
2021-02-22-10-21-59-607;1210;445;1209.51;632.142;13
2021-02-22-10-21-59-623;1208;438;1209.62;627.461;13
2021-02-22-10-21-59-641;1207;430;1209.72;622.682;13
2021-02-22-10-21-59-657;1207;425;1209.79;617.835;13
2021-02-22-10-21-59-673;1207;421;1209.85;612.949;13
2021-02-22-10-21-59-690;1208;415;1209.88;608.049;12
2021-02-22-10-21-59-707;1208;411;1209.91;603.158;12
2021-02-22-10-21-59-724;1207;406;1209.92;598.3;12
2021-02-22-10-21-59-741;1206;402;1209.92;593.491;12
2021-02-22-10-21-59-757;1205;397;1209.9;588.751;12
2021-02-22-10-21-59-773;1205;393;1209.86;584.093;12
2021-02-22-10-21-59-790;1204;390;1209.8;579.532;12
2021-02-22-10-21-59-807;1204;386;1209.73;575.079;11
2021-02-22-10-21-59-823;1204;383;1209.63;570.744;11
2021-02-22-10-21-59-840;1204;378;1209.52;566.537;11
2021-02-22-10-21-59-857;1202;374;1209.38;562.464;11
2021-02-22-10-21-59-874;1200;370;1209.23;558.532;11
2021-02-22-10-21-59-891;1199;365;1209.05;554.745;11
2021-02-22-10-21-59-907;1198;363;1208.85;551.106;11
2021-02-22-10-21-59-924;1198;361;1208.61;547.62;11
2021-02-22-10-21-59-941;1198;358;1208.35;544.287;10
2021-02-22-10-21-59-957;1198;356;1208.06;541.108;10
2021-02-22-10-21-59-974;1197;353;1207.76;538.084;10
2021-02-22-10-21-59-991;1196;348;1207.43;535.213;10
2021-02-22-10-22-00-007;1196;343;1207.08;532.495;10
2021-02-22-10-22-00-023;1196;336;1206.72;529.928;10
2021-02-22-10-22-00-041;1198;329;1206.34;527.509;10
2021-02-22-10-22-00-057;1200;319;1205.96;525.236;10
2021-02-22-10-22-00-074;1204;305;1205.59;523.105;10
2021-02-22-10-22-00-092;1204;303;1205.24;521.113;10
2021-02-22-10-22-00-108;1204;302;1204.92;519.255;10
2021-02-22-10-22-00-125;1204;301;1204.63;517.529;10
2021-02-22-10-22-00-141;1205;301;1204.36;515.929;10
2021-02-22-10-22-00-158;1205;299;1204.12;514.451;10
2021-02-22-10-22-00-175;1205;292;1203.9;513.091;9
2021-02-22-10-22-00-188;1206;290;1203.71;511.843;9
2021-02-22-10-22-00-205;1206;289;1203.55;510.448;9
2021-02-22-10-22-00-222;1206;286;1203.41;508.416;9
2021-02-22-10-22-00-239;1206;283;1203.3;505.561;9
2021-02-22-10-22-00-255;1205;277;1203.21;501.972;9
2021-02-22-10-22-00-273;1205;276;1203.14;497.734;9
2021-02-22-10-22-00-289;1205;273;1203.08;492.927;9
2021-02-22-10-22-00-305;1207;269;1203.04;487.625;9
2021-02-22-10-22-00-322;1208;265;1203.02;481.899;8
2021-02-22-10-22-00-339;1209;264;1203.02;475.815;8
2021-02-22-10-22-00-355;1209;264;1203.05;469.433;8
2021-02-22-10-22-00-373;1209;263;1203.11;462.81;8
2021-02-22-10-22-00-390;1209;263;1203.18;456;8
2021-02-22-10-22-00-405;1209;262;1203.28;449.049;7
2021-02-22-10-22-00-423;1211;258;1203.39;442.004;7
2021-02-22-10-22-00-438;1211;253;1203.53;434.904;7
2021-02-22-10-22-00-455;1211;249;1203.69;427.788;7
2021-02-22-10-22-00-472;1210;248;1203.86;420.689;7
2021-02-22-10-22-00-489;1210;248;1204.05;413.638;6
2021-02-22-10-22-00-506;1210;247;1204.25;406.663;6
2021-02-22-10-22-00-522;1210;247;1204.46;399.787;6
2021-02-22-10-22-00-538;1210;245;1204.67;393.035;6
2021-02-22-10-22-00-556;1210;244;1204.88;386.423;6
2021-02-22-10-22-00-572;1210;244;1205.1;379.97;5
2021-02-22-10-22-00-589;1210;244;1205.32;373.691;5
2021-02-22-10-22-00-606;1210;244;1205.54;367.597;5
2021-02-22-10-22-00-622;1210;244;1205.77;361.699;5
2021-02-22-10-22-00-639;1210;244;1205.99;356.006;5
2021-02-22-10-22-00-655;1210;244;1206.2;350.524;4
2021-02-22-10-22-00-672;1210;244;1206.42;345.259;4
2021-02-22-10-22-00-689;1210;244;1206.63;340.215;4
2021-02-22-10-22-00-706;1210;244;1206.84;335.393;4
2021-02-22-10-22-00-722;1210;244;1207.04;330.796;4
2021-02-22-10-22-00-739;1210;244;1207.24;326.423;4
2021-02-22-10-22-00-755;1210;244;1207.43;322.273;4
2021-02-22-10-22-00-772;1210;244;1207.61;318.344;3
2021-02-22-10-22-00-789;1210;244;1207.79;314.635;3
2021-02-22-10-22-00-806;1210;244;1207.96;311.14;3
2021-02-22-10-22-00-822;1210;244;1208.13;307.856;3
2021-02-22-10-22-00-839;1210;244;1208.29;304.779;3
2021-02-22-10-22-00-855;1210;244;1208.44;301.902;3
2021-02-22-10-22-00-873;1210;244;1208.58;299.222;3
2021-02-22-10-22-00-888;1210;244;1208.72;296.73;3
2021-02-22-10-22-00-905;1210;244;1208.85;294.422;3
2021-02-22-10-22-00-922;1210;244;1208.97;292.291;3
2021-02-22-10-22-00-938;1210;244;1209.09;290.329;3
2021-02-22-10-22-00-958;1210;244;1209.2;288.53;2
2021-02-22-10-22-00-974;1210;244;1209.3;286.888;2
2021-02-22-10-22-00-992;1210;244;1209.4;285.394;2
2021-02-22-10-22-01-008;1210;244;1209.49;284.042;2
2021-02-22-10-22-01-025;1210;244;1209.57;282.825;2
2021-02-22-10-22-01-042;1210;244;1209.65;281.736;2
2021-02-22-10-22-01-058;1210;244;1209.73;280.767;2
2021-02-22-10-22-01-075;1210;244;1209.79;279.913;2
2021-02-22-10-22-01-093;1210;244;1209.86;279.166;2
2021-02-22-10-22-01-108;1210;244;1209.91;278.519;2
2021-02-22-10-22-01-126;1210;244;1209.96;277.967;2
2021-02-22-10-22-01-142;1210;244;1210.01;277.503;2
2021-02-22-10-22-01-158;1210;244;1210.05;277.121;2
2021-02-22-10-22-01-174;1210;244;1210.09;276.815;2
2021-02-22-10-22-01-191;1210;244;1210.13;276.579;2
2021-02-22-10-22-01-208;1210;244;1210.16;276.408;2
2021-02-22-10-22-01-225;1210;244;1210.19;276.296;2
2021-02-22-10-22-01-242;1210;244;1210.21;276.239;2
2021-02-22-10-22-01-259;1210;244;1210.23;276.232;2
2021-02-22-10-22-01-275;1210;244;1210.25;276.27;2
2021-02-22-10-22-01-292;1210;244;1210.26;276.349;2
2021-02-22-10-22-01-308;1210;244;1210.28;276.464;2
2021-02-22-10-22-01-325;1210;244;1210.28;276.612;2
2021-02-22-10-22-01-342;1210;244;1210.29;276.789;2
2021-02-22-10-22-01-358;1210;244;1210.3;276.992;2
2021-02-22-10-22-01-375;1210;244;1210.3;277.216;2
2021-02-22-10-22-01-392;1210;244;1210.3;277.46;2
2021-02-22-10-22-01-408;1210;244;1210.3;277.72;2
2021-02-22-10-22-01-425;1210;244;1210.3;277.993;2
2021-02-22-10-22-01-441;1210;244;1210.3;278.278;2
2021-02-22-10-22-01-458;1210;244;1210.3;278.571;2
2021-02-22-10-22-01-475;1210;244;1210.29;278.87;2
2021-02-22-10-22-01-492;1210;244;1210.29;279.174;2
2021-02-22-10-22-01-508;1210;244;1210.28;279.481;2
2021-02-22-10-22-01-525;1210;244;1210.28;279.789;2
2021-02-22-10-22-01-542;1210;244;1210.27;280.097;2
2021-02-22-10-22-01-559;1210;244;1210.26;280.402;2
2021-02-22-10-22-01-575;1210;244;1210.25;280.705;2
2021-02-22-10-22-01-592;1210;244;1210.24;281.004;2
2021-02-22-10-22-01-608;1210;244;1210.23;281.298;2
2021-02-22-10-22-01-625;1210;244;1210.22;281.585;2
2021-02-22-10-22-01-643;1210;244;1210.21;281.866;2
2021-02-22-10-22-01-658;1210;244;1210.2;282.14;2
2021-02-22-10-22-01-675;1210;244;1210.2;282.406;2
2021-02-22-10-22-01-691;1210;244;1210.19;282.663;2
2021-02-22-10-22-01-708;1210;244;1210.18;282.912;2
2021-02-22-10-22-01-725;1210;244;1210.17;283.151;2
2021-02-22-10-22-01-742;1210;244;1210.16;283.381;2
2021-02-22-10-22-01-758;1210;244;1210.15;283.602;2
2021-02-22-10-22-01-775;1210;244;1210.14;283.813;2
2021-02-22-10-22-01-793;1210;244;1210.13;284.014;2
2021-02-22-10-22-01-809;1210;244;1210.12;284.206;2
2021-02-22-10-22-01-825;1210;244;1210.11;284.388;2
2021-02-22-10-22-01-844;1210;244;1210.11;284.56;2
2021-02-22-10-22-01-859;1209;246;1210.1;284.723;2
2021-02-22-10-22-01-876;1209;247;1210.08;284.876;2
2021-02-22-10-22-01-893;1209;248;1210.07;285.021;2
2021-02-22-10-22-01-909;1209;248;1210.05;285.156;2
2021-02-22-10-22-01-925;1209;248;1210.03;285.283;2
2021-02-22-10-22-01-943;1209;248;1210;285.401;2
2021-02-22-10-22-01-959;1209;248;1209.98;285.51;2
2021-02-22-10-22-01-976;1209;248;1209.95;285.612;2
2021-02-22-10-22-01-993;1209;248;1209.92;285.706;2
2021-02-22-10-22-02-009;1209;248;1209.88;285.793;2
2021-02-22-10-22-02-022;1209;248;1209.85;285.872;2
2021-02-22-10-22-02-039;1209;248;1209.82;285.945;2
2021-02-22-10-22-02-056;1210;250;1209.78;286.011;2
2021-02-22-10-22-02-072;1210;250;1209.75;286.071;2
2021-02-22-10-22-02-089;1210;251;1209.73;286.125;2
2021-02-22-10-22-02-106;1210;251;1209.7;286.174;2
2021-02-22-10-22-02-122;1210;252;1209.69;286.217;2
2021-02-22-10-22-02-139;1210;253;1209.67;286.255;2
2021-02-22-10-22-02-155;1210;256;1209.66;286.288;2
2021-02-22-10-22-02-172;1211;261;1209.65;286.317;2
2021-02-22-10-22-02-189;1212;264;1209.65;286.342;2
2021-02-22-10-22-02-206;1212;267;1209.65;286.363;2
2021-02-22-10-22-02-222;1212;268;1209.67;286.381;2
2021-02-22-10-22-02-239;1212;268;1209.7;286.395;2
2021-02-22-10-22-02-255;1212;268;1209.73;286.406;2
2021-02-22-10-22-02-273;1212;268;1209.77;286.414;2
2021-02-22-10-22-02-289;1212;268;1209.82;286.419;2
2021-02-22-10-22-02-306;1212;268;1209.88;286.422;2
2021-02-22-10-22-02-323;1212;268;1209.93;286.423;2
2021-02-22-10-22-02-339;1212;268;1210;286.422;2
2021-02-22-10-22-02-356;1212;269;1210.06;286.419;2
2021-02-22-10-22-02-373;1212;269;1210.13;286.414;2
2021-02-22-10-22-02-389;1212;269;1210.2;286.408;2
2021-02-22-10-22-02-406;1212;269;1210.27;286.401;2
2021-02-22-10-22-02-423;1212;269;1210.34;286.392;2
2021-02-22-10-22-02-439;1212;269;1210.42;286.383;2
2021-02-22-10-22-02-456;1212;269;1210.49;286.372;2
2021-02-22-10-22-02-472;1212;269;1210.57;286.361;2
2021-02-22-10-22-02-489;1212;269;1210.64;286.349;2
2021-02-22-10-22-02-506;1212;269;1210.71;286.337;2
2021-02-22-10-22-02-523;1212;269;1210.79;286.325;2
2021-02-22-10-22-02-539;1212;269;1210.86;286.312;2
2021-02-22-10-22-02-556;1212;269;1210.93;286.299;2
2021-02-22-10-22-02-573;1212;269;1210.99;286.285;2
2021-02-22-10-22-02-589;1212;269;1211.06;286.272;2
2021-02-22-10-22-02-606;1212;269;1211.12;286.259;2
2021-02-22-10-22-02-622;1212;270;1211.19;286.245;2
2021-02-22-10-22-02-639;1211;270;1211.25;286.232;2
2021-02-22-10-22-02-656;1211;271;1211.3;286.219;2
2021-02-22-10-22-02-673;1211;271;1211.35;286.207;2
2021-02-22-10-22-02-689;1211;271;1211.39;286.194;2
2021-02-22-10-22-02-706;1211;271;1211.42;286.182;2
2021-02-22-10-22-02-723;1211;272;1211.45;286.17;2
2021-02-22-10-22-02-739;1211;273;1211.48;286.158;2
2021-02-22-10-22-02-756;1211;274;1211.5;286.147;2
2021-02-22-10-22-02-773;1211;274;1211.52;286.136;2
2021-02-22-10-22-02-789;1211;274;1211.53;286.126;2
2021-02-22-10-22-02-806;1211;274;1211.54;286.116;2
2021-02-22-10-22-02-823;1211;274;1211.55;286.106;2
2021-02-22-10-22-02-855;1211;274;1211.55;286.097;2
2021-02-22-10-22-02-872;1211;274;1211.55;286.088;2
2021-02-22-10-22-02-889;1211;274;1211.55;286.08;2
2021-02-22-10-22-02-906;1211;274;1211.54;286.072;2
2021-02-22-10-22-02-923;1211;273;1211.53;286.064;2
2021-02-22-10-22-02-940;1211;272;1211.53;286.057;2
2021-02-22-10-22-02-956;1211;270;1211.52;286.05;2
2021-02-22-10-22-02-973;1211;265;1211.5;286.044;2
2021-02-22-10-22-02-990;1212;257;1211.49;286.038;2
2021-02-22-10-22-03-006;1216;244;1211.49;286.032;2
2021-02-22-10-22-03-023;1217;237;1211.5;286.027;2
2021-02-22-10-22-03-039;1218;232;1211.54;286.022;2
2021-02-22-10-22-03-056;1218;230;1211.6;286.018;2
2021-02-22-10-22-03-073;1218;229;1211.68;286.014;2
2021-02-22-10-22-03-090;1217;228;1211.79;286.01;2
2021-02-22-10-22-03-106;1217;228;1211.91;286.006;2
2021-02-22-10-22-03-123;1217;227;1212.04;286.003;2
2021-02-22-10-22-03-140;1217;227;1212.18;286;2
2021-02-22-10-22-03-156;1217;226;1212.33;285.998;2
2021-02-22-10-22-03-173;1217;225;1212.49;285.995;2
2021-02-22-10-22-03-190;1217;225;1212.65;285.993;2
2021-02-22-10-22-03-210;1217;224;1212.82;285.991;2
2021-02-22-10-22-03-227;1217;223;1212.99;285.989;2
2021-02-22-10-22-03-243;1217;223;1213.17;285.988;2
2021-02-22-10-22-03-260;1216;222;1213.34;285.987;2
2021-02-22-10-22-03-276;1216;221;1213.51;285.985;2
2021-02-22-10-22-03-293;1215;219;1213.68;285.984;2
2021-02-22-10-22-03-309;1215;219;1213.84;285.984;2
2021-02-22-10-22-03-327;1215;217;1213.98;285.983;2
2021-02-22-10-22-03-343;1215;214;1214.12;285.983;2
2021-02-22-10-22-03-359;1215;212;1214.25;285.982;2
2021-02-22-10-22-03-377;1215;209;1214.37;285.982;2
2021-02-22-10-22-03-393;1215;208;1214.49;285.982;2
2021-02-22-10-22-03-410;1215;207;1214.59;285.982;2
2021-02-22-10-22-03-427;1215;206;1214.69;285.982;2
2021-02-22-10-22-03-444;1215;205;1214.78;285.982;2
2021-02-22-10-22-03-460;1215;204;1214.86;285.982;2
2021-02-22-10-22-03-476;1214;202;1214.93;285.982;2
2021-02-22-10-22-03-494;1214;201;1214.99;285.983;2
2021-02-22-10-22-03-510;1214;199;1215.05;285.983;2
2021-02-22-10-22-03-526;1214;197;1215.09;285.983;2
2021-02-22-10-22-03-544;1214;196;1215.13;285.984;2
2021-02-22-10-22-03-560;1214;195;1215.15;285.984;2
2021-02-22-10-22-03-577;1214;195;1215.17;285.985;2
2021-02-22-10-22-03-594;1214;195;1215.18;285.985;2
2021-02-22-10-22-03-610;1214;194;1215.19;285.986;2
2021-02-22-10-22-03-626;1214;194;1215.19;285.986;2
2021-02-22-10-22-03-643;1214;194;1215.18;285.987;2
2021-02-22-10-22-03-660;1214;193;1215.17;285.988;2
2021-02-22-10-22-03-676;1214;193;1215.15;285.988;2
2021-02-22-10-22-03-693;1214;192;1215.13;285.989;2
2021-02-22-10-22-03-710;1214;191;1215.11;285.989;2
2021-02-22-10-22-03-726;1214;188;1215.09;285.99;2
2021-02-22-10-22-03-743;1214;187;1215.06;285.99;2
2021-02-22-10-22-03-760;1214;186;1215.03;285.991;2
2021-02-22-10-22-03-777;1214;185;1215;285.991;2
2021-02-22-10-22-03-794;1214;185;1214.96;285.992;2
2021-02-22-10-22-03-810;1214;183;1214.93;285.993;2
2021-02-22-10-22-03-827;1214;181;1214.89;285.993;2
2021-02-22-10-22-03-844;1214;174;1214.85;285.994;2
2021-02-22-10-22-03-860;1214;167;1214.82;285.994;2
2021-02-22-10-22-03-877;1215;160;1214.78;285.994;2
2021-02-22-10-22-03-893;1217;150;1214.75;285.995;2
2021-02-22-10-22-03-910;1218;145;1214.73;285.995;2
2021-02-22-10-22-03-927;1219;138;1214.73;285.996;2
2021-02-22-10-22-03-944;1219;132;1214.75;285.996;2
2021-02-22-10-22-03-961;1219;131;1214.78;285.996;2
2021-02-22-10-22-03-977;1219;130;1214.83;285.997;2
2021-02-22-10-22-03-994;1219;130;1214.9;285.997;2
2021-02-22-10-22-04-010;1219;130;1214.97;285.997;2
2021-02-22-10-22-04-027;1219;130;1215.06;285.998;2
2021-02-22-10-22-04-044;1219;131;1215.16;285.998;2
2021-02-22-10-22-04-061;1219;131;1215.27;285.998;2
2021-02-22-10-22-04-077;1219;132;1215.38;285.999;2
2021-02-22-10-22-04-094;1219;133;1215.5;285.999;2
2021-02-22-10-22-04-110;1219;135;1215.62;285.999;2
2021-02-22-10-22-04-127;1219;141;1215.75;285.999;2
2021-02-22-10-22-04-144;1219;150;1215.88;285.999;2
2021-02-22-10-22-04-161;1217;162;1216.01;286;2
2021-02-22-10-22-04-177;1215;172;1216.14;286;2
2021-02-22-10-22-04-194;1212;189;1216.24;286;2
2021-02-22-10-22-04-211;1211;201;1216.32;286;2
2021-02-22-10-22-04-227;1211;206;1216.37;286;2
2021-02-22-10-22-04-244;1211;225;1216.39;286;2
2021-02-22-10-22-04-261;1211;233;1216.38;286;2
2021-02-22-10-22-04-274;1211;237;1216.35;286;2
2021-02-22-10-22-04-290;1211;244;1216.3;286;2
2021-02-22-10-22-04-307;1211;250;1216.22;286.001;2
2021-02-22-10-22-04-324;1211;259;1216.13;286.001;2
2021-02-22-10-22-04-341;1212;264;1216.03;286.001;2
2021-02-22-10-22-04-357;1213;267;1215.92;286.001;2
2021-02-22-10-22-04-374;1213;268;1215.8;286.001;2
2021-02-22-10-22-04-391;1213;269;1215.69;286.001;2
2021-02-22-10-22-04-407;1213;269;1215.57;286.001;2
2021-02-22-10-22-04-424;1213;269;1215.45;286.001;2
2021-02-22-10-22-04-441;1213;269;1215.33;286.001;2
2021-02-22-10-22-04-457;1213;270;1215.21;286.001;2
2021-02-22-10-22-04-474;1214;270;1215.09;286.001;2
2021-02-22-10-22-04-491;1214;272;1214.98;286.001;2
2021-02-22-10-22-04-508;1214;274;1214.88;286.001;2
2021-02-22-10-22-04-524;1215;275;1214.78;286.001;2
2021-02-22-10-22-04-541;1215;276;1214.69;286.001;2
2021-02-22-10-22-04-557;1215;277;1214.61;286.001;2
2021-02-22-10-22-04-574;1215;278;1214.54;286.001;2
2021-02-22-10-22-04-591;1215;278;1214.47;286.001;2
2021-02-22-10-22-04-607;1215;278;1214.42;286.001;2
2021-02-22-10-22-04-625;1215;278;1214.37;286.001;2
2021-02-22-10-22-04-641;1215;278;1214.33;286.001;2
2021-02-22-10-22-04-658;1215;279;1214.3;286.001;2
2021-02-22-10-22-04-675;1215;279;1214.27;286.001;2
2021-02-22-10-22-04-691;1215;283;1214.25;286.001;2
2021-02-22-10-22-04-708;1215;290;1214.24;286.001;2
2021-02-22-10-22-04-724;1215;297;1214.23;286.001;2
2021-02-22-10-22-04-741;1213;302;1214.22;286.001;2
2021-02-22-10-22-04-758;1212;305;1214.21;286;2
2021-02-22-10-22-04-774;1212;306;1214.19;286;2
2021-02-22-10-22-04-791;1212;307;1214.16;286;2
2021-02-22-10-22-04-808;1212;307;1214.13;286;2
2021-02-22-10-22-04-824;1212;308;1214.09;286;2
2021-02-22-10-22-04-853;1212;308;1214.04;286;2
2021-02-22-10-22-04-859;1212;308;1213.99;286;2
2021-02-22-10-22-04-876;1212;308;1213.93;286;2
2021-02-22-10-22-04-893;1212;308;1213.87;286;2
2021-02-22-10-22-04-909;1212;308;1213.81;286;2
2021-02-22-10-22-04-926;1212;308;1213.74;286;2
2021-02-22-10-22-04-942;1212;308;1213.68;286;2
2021-02-22-10-22-04-959;1212;308;1213.61;286;2
2021-02-22-10-22-04-976;1212;308;1213.54;286;2
2021-02-22-10-22-04-992;1212;308;1213.47;286;2
2021-02-22-10-22-05-009;1212;308;1213.4;286;2
2021-02-22-10-22-05-026;1212;308;1213.33;286;2
2021-02-22-10-22-05-042;1212;308;1213.26;286;2
2021-02-22-10-22-05-059;1212;308;1213.19;286;2
2021-02-22-10-22-05-076;1212;308;1213.12;286;2
2021-02-22-10-22-05-092;1212;308;1213.06;286;2
2021-02-22-10-22-05-110;1212;308;1212.99;286;2
2021-02-22-10-22-05-126;1212;308;1212.93;286;2
2021-02-22-10-22-05-142;1212;308;1212.87;286;2
2021-02-22-10-22-05-159;1212;308;1212.81;286;2
2021-02-22-10-22-05-176;1212;308;1212.75;286;2
2021-02-22-10-22-05-195;1212;308;1212.69;286;2
2021-02-22-10-22-05-211;1212;308;1212.64;286;2
2021-02-22-10-22-05-230;1212;308;1212.59;286;2
2021-02-22-10-22-05-245;1212;308;1212.54;286;2
2021-02-22-10-22-05-261;1212;308;1212.49;286;2
2021-02-22-10-22-05-278;1212;308;1212.44;286;2
2021-02-22-10-22-05-295;1212;308;1212.4;286;2
2021-02-22-10-22-05-311;1212;308;1212.36;286;2
2021-02-22-10-22-05-329;1212;308;1212.32;286.036;2
2021-02-22-10-22-05-345;1212;308;1212.28;286.179;2
2021-02-22-10-22-05-362;1212;308;1212.25;286.452;2
2021-02-22-10-22-05-378;1212;308;1212.22;286.844;2
2021-02-22-10-22-05-396;1212;309;1212.19;287.341;2
2021-02-22-10-22-05-412;1212;309;1212.16;287.932;2
2021-02-22-10-22-05-428;1212;309;1212.13;288.604;2
2021-02-22-10-22-05-446;1212;309;1212.11;289.348;2
2021-02-22-10-22-05-461;1212;309;1212.08;290.153;2
2021-02-22-10-22-05-478;1213;310;1212.06;291.009;2
2021-02-22-10-22-05-495;1213;310;1212.05;291.909;2
2021-02-22-10-22-05-512;1213;310;1212.04;292.844;2
2021-02-22-10-22-05-529;1213;310;1212.04;293.806;2
2021-02-22-10-22-05-545;1213;311;1212.04;294.789;2
2021-02-22-10-22-05-562;1213;311;1212.04;295.786;2
2021-02-22-10-22-05-578;1213;311;1212.05;296.791;2
2021-02-22-10-22-05-595;1213;311;1212.06;297.799;3
2021-02-22-10-22-05-612;1213;311;1212.08;298.805;3
2021-02-22-10-22-05-629;1213;311;1212.1;299.805;3
2021-02-22-10-22-05-645;1213;311;1212.12;300.794;3
2021-02-22-10-22-05-662;1213;311;1212.14;301.77;3
2021-02-22-10-22-05-678;1213;311;1212.17;302.729;3
2021-02-22-10-22-05-695;1213;311;1212.19;303.668;3
2021-02-22-10-22-05-711;1213;311;1212.22;304.585;3
2021-02-22-10-22-05-729;1213;311;1212.25;305.477;3
2021-02-22-10-22-05-745;1213;311;1212.28;306.344;3
2021-02-22-10-22-05-761;1213;311;1212.31;307.182;3
2021-02-22-10-22-05-778;1213;311;1212.34;307.992;3
2021-02-22-10-22-05-795;1213;311;1212.37;308.772;3
2021-02-22-10-22-05-811;1213;311;1212.4;309.522;3
2021-02-22-10-22-05-829;1213;311;1212.43;310.24;3
2021-02-22-10-22-05-845;1213;311;1212.46;310.927;3
2021-02-22-10-22-05-863;1213;311;1212.49;311.581;3
2021-02-22-10-22-05-878;1213;311;1212.52;312.205;3
2021-02-22-10-22-05-895;1213;311;1212.55;312.796;3
2021-02-22-10-22-05-912;1213;311;1212.57;313.356;3
2021-02-22-10-22-05-929;1213;311;1212.6;313.885;3
2021-02-22-10-22-05-945;1213;311;1212.63;314.384;3
2021-02-22-10-22-05-962;1213;311;1212.65;314.852;3
2021-02-22-10-22-05-978;1213;311;1212.68;315.292;3
2021-02-22-10-22-05-996;1213;311;1212.7;315.702;3
2021-02-22-10-22-06-012;1213;311;1212.73;316.085;3
2021-02-22-10-22-06-028;1213;311;1212.75;316.441;3
2021-02-22-10-22-06-046;1213;311;1212.77;316.771;3
2021-02-22-10-22-06-063;1213;311;1212.79;317.076;3
2021-02-22-10-22-06-078;1213;311;1212.81;317.356;3
2021-02-22-10-22-06-095;1213;311;1212.83;317.614;3
